longitude,latitude,damage,date
-89.5425,38.4475,0,9/25/2012
-104.75,39.18,0,9/27/2012
-80.136,40.186,0.075,9/27/2012
-79.864,40.367,0.05,9/27/2012
-104.22,39.74,0,9/27/2012
-104.37,40.2,0,9/27/2012
-97.0655,29.338,0.005,9/29/2012
-96.6423,28.6179,0.1,9/29/2012
-89.4792,30.5428,0.03,9/30/2012
-89.1502,30.7127,0.06,9/30/2012
-100.225,41.4652,0,9/30/2012
-86.2405,32.8089,0,10/1/2012
-86.49,35.49,0.01,10/1/2012
-78.5773,34.3277,0.004,10/1/2012
-78.4724,34.4111,0.0025,10/1/2012
-86.1394,36.007,0.02,10/1/2012
-78.9451,34.3807,0.01,10/1/2012
-78.4397,34.4358,0.004,10/1/2012
-86.087,36.1738,0.015,10/1/2012
-105.668,35.63,0.05,10/12/2012
-101.796,33.942,0,10/12/2012
-101.703,34.032,0,10/12/2012
-97.5205,34.1942,0,10/13/2012
-96.957,30.4024,0.005,10/13/2012
-93.4429,37.2772,0.025,10/13/2012
-94.2055,36.316,0.1,10/13/2012
-88.6631,36.7354,0.35,10/14/2012
-86.9574,33.3076,0,10/14/2012
-91.8358,34.6159,0,10/17/2012
-91.3159,34.6906,0.3,10/17/2012
-90.7018,33.9672,0.2,10/17/2012
-89.8434,33.859,0.05,10/17/2012
-90.7006,32.9946,0.25,10/17/2012
-90.6077,32.9638,0.04,10/17/2012
-90.5072,32.9506,0.05,10/17/2012
-90.1245,32.8795,0.01,10/17/2012
-89.724,32.7391,0.05,10/17/2012
-89.5056,32.7495,0.4,10/17/2012
-89.4521,32.4374,2.5,10/17/2012
-90.4337,32.3657,0.035,10/18/2012
-89.07,32.66,0.1,10/18/2012
-76.504,39.609,0,10/19/2012
-76.2631,39.8002,6,10/19/2012
-121.63,39.0621,0,10/22/2012
-121.527,39.0791,0,10/22/2012
-121.456,39.235,0,10/22/2012
-121.35,38.387,0,10/22/2012
-121.091,39.045,0,10/22/2012
-119.289,36.1104,0,11/9/2012
-93.3,44.75,0.15,11/10/2012
-93.1744,44.8507,0.05,11/10/2012
-93.1247,44.9058,0.1,11/10/2012
-92.9605,45.0801,0.2,11/10/2012
-93.84,32.76,0,11/11/2012
-118.229,36.9478,0,11/30/2012
-90.7268,36.7928,0.1,12/9/2012
-89.5228,30.7625,0.01,12/9/2012
-89.3867,31.0955,0.008,12/9/2012
-89.011,31.6266,0.001,12/9/2012
-86.8436,33.5359,0,12/10/2012
-91.2045,30.5656,0.2,12/10/2012
-90.18,31.01,0.14,12/10/2012
-90.935,30.2621,0.2,12/10/2012
-81.6247,28.6255,0,12/10/2012
-80.8675,28.9112,1.7,12/10/2012
-80.832,28.9386,0.001,12/10/2012
-101.577,35.1941,0,12/14/2012
-100.786,34.9372,0,12/14/2012
-100.78,34.91,0,12/14/2012
-82.7411,32.1676,0,12/17/2012
-83.0396,31.9394,0,12/17/2012
-82.7317,32.0708,0.005,12/17/2012
-94.119,35.399,0.4,12/19/2012
-92.448,34.2969,0.175,12/20/2012
-88.1383,30.6671,0,12/20/2012
-83.5814,30.1158,0,12/20/2012
-121.83,36.88,0.04,12/22/2012
-95.3208,31.1613,0.7,12/25/2012
-95.1956,31.2131,0,12/25/2012
-93.1282,31.2219,0.001,12/25/2012
-92.896,30.932,0.025,12/25/2012
-92.487,31.36,2,12/25/2012
-92.453,31.3,2,12/25/2012
-91.905,31.502,0.075,12/25/2012
-91.067,31.078,0.25,12/25/2012
-87.8687,32.0238,0,12/25/2012
-89.681,30.65,2.5,12/25/2012
-86.13,31.36,0.002,12/25/2012
-90.228,31.5157,0.2,12/25/2012
-89.028,31.474,0.05,12/25/2012
-86.272,31.7206,0,12/25/2012
-86.2309,31.7928,0,12/25/2012
-88.715,32.228,0.055,12/25/2012
-88.3536,32.0573,0,12/25/2012
-88.09,30.67,1.35,12/25/2012
-85.7819,31.5943,0,12/25/2012
-87.8228,32.4762,0,12/25/2012
-88.3217,31.1929,0,12/25/2012
-87.8672,31.618,0,12/25/2012
-85.9817,31.3537,0.005,12/25/2012
-90.0979,29.8751,0.01,12/25/2012
-88.4133,30.7937,0,12/25/2012
-86.8505,32.0513,0,12/25/2012
-86.6818,32.1521,0,12/25/2012
-86.6041,32.2043,0,12/25/2012
-86.1472,31.7252,0,12/25/2012
-86.0452,32.3527,0,12/25/2012
-76.67,34.79,0.01,12/26/2012
